product_id;category_id
933;8
8890;8
8588;8
8587;8
11327;8
8585;8
8584;8
6250;8
8583;8
116;8
11321;8
11319;8
11318;8
11317;8
11316;8
11315;8
11314;8
11313;8
11312;8
11311;8
11310;8
11309;8
11308;8
11307;8
11306;8
11305;8
11304;8
9056;8
8578;8
8577;8
7836;8
7019;8
711;8
7022;8
2;8
11281;8
3287;8
7172;8
11275;8
2721;8
8570;8
11265;8
11264;8
6259;8
11262;8
7245;8
6260;8
8566;8
8565;8
7023;8
2887;8
7134;8
538;8
6270;8
727;8
3275;8
3841;8
3269;8
11239;8
8556;8
734;8
3773;8
123;8
11231;8
3636;8
3635;8
3634;8
3260;8
3259;8
3633;8
743;8
744;8
7024;8
8774;8
3772;8
11771;8
747;8
748;8
8550;8
87;8
7025;8
11205;8
11204;8
11203;8
8773;8
7026;8
187;8
11197;8
3251;8
6293;8
7027;8
6294;8
2789;8
11174;8
11173;8
764;8
3621;8
3620;8
3619;8
770;8
11600;8
190;8
773;8
8769;8
7028;8
7029;8
7030;8
11152;8
7031;8
7032;8
776;8
7033;8
7034;8
7777;8
3839;8
192;8
7035;8
393;8
7036;8
8535;8
7267;8
3202;8
193;8
11132;8
11131;8
3604;8
7867;8
3201;8
7037;8
7038;8
398;8
7886;8
7039;8
791;8
401;8
3190;8
11100;8
11098;8
11097;8
8522;8
11093;8
8762;8
11084;8
802;8
3178;8
803;8
804;8
407;8
3592;8
3175;8
3591;8
807;8
6307;8
8761;8
8760;8
7907;8
11587;8
3167;8
11586;8
7916;8
7924;8
8759;8
11058;8
3590;8
6311;8
6316;8
7927;8
8756;8
8755;8
3583;8
827;8
8754;8
7280;8
3582;8
3581;8
11033;8
838;8
8753;8
8752;8
8751;8
3579;8
7291;8
8749;8
8748;8
8747;8
8746;8
7057;8
851;8
3123;8
8745;8
7969;8
10569;8
10568;8
10567;8
7063;8
8744;8
7538;8
8743;8
8742;8
7540;8
7541;8
3577;8
7544;8
8741;8
861;8
862;8
7545;8
3576;8
435;8
107;8
10532;8
7546;8
10530;8
866;8
867;8
868;8
869;8
870;8
7548;8
7549;8
871;8
872;8
7567;8
873;8
7569;8
7574;8
874;8
3575;8
876;8
877;8
878;8
879;8
63;8
881;8
7601;8
8737;8
8736;8
3574;8
62;8
118;8
8733;8
7075;8
124;8
219;8
7638;8
7078;8
7639;8
11653;8
3573;8
7086;8
10460;8
3572;8
3571;8
7654;8
11578;8
11577;8
7655;8
8896;8
10439;8
10438;8
8895;8
904;8
8893;8
6373;8
127;8
909;8
549;8
8713;8
3569;8
3568;8
3567;8
7663;8
3566;8
3565;8
24;8
8892;8
10413;8
11574;8
8891;8
11573;8
26;8
10397;8
6374;8
10395;8
10394;8
10392;8
10391;8
7714;8
10387;8
3564;8
10386;8
552;8
10384;8
10383;8
10382;8
8453;8
3563;8
10376;8
3562;8
3561;8
3560;8
3559;8
3558;8
938;8
6174;8
3557;8
6375;8
8702;8
11647;8
8889;8
6376;8
3556;8
3555;8
11554;8
3554;8
3553;8
3552;8
3550;8
962;8
3538;8
8434;8
3537;8
11539;8
3530;8
3526;8
8687;8
8686;8
6377;8
2834;8
3517;8
3516;8
6379;8
8682;8
8422;8
6393;8
3515;8
3510;8
242;8
8681;8
497;8
2831;8
2769;8
8057;8
6424;8
246;8
6425;8
1008;8
1009;8
3506;8
1012;8
6428;8
2768;8
8668;8
3827;8
258;8
6429;8
260;8
7778;8
8067;8
8858;8
3498;8
11644;8
3748;8
1044;8
1045;8
8190;8
8069;8
6436;8
3489;8
3487;8
2684;8
8944;8
3747;8
8653;8
606;8
6208;8
1071;8
3461;8
3455;8
8070;8
3454;8
11728;8
11788;8
3450;8
8648;8
8991;8
6893;8
3;8
11727;8
1097;8
1100;8
8825;8
6898;8
6908;8
6910;8
6914;8
8637;8
3746;8
8824;8
11726;8
3428;8
8822;8
1121;8
8820;8
76;8
1128;8
1129;8
8123;8
8126;8
11500;8
8127;8
7211;8
3734;8
3391;8
3732;8
11725;8
61;8
3730;8
5140;8
290;8
11496;8
11724;8
11494;8
6928;8
48;8
6215;8
7144;8
3717;8
60;8
58;8
6929;8
6931;8
7146;8
1167;8
1169;8
11780;8
50;8
49;8
1174;8
3365;8
8619;8
8618;8
8816;8
3364;8
6933;8
7151;8
11784;8
6934;8
6944;8
11472;8
7152;8
644;8
645;8
646;8
5492;8
9045;8
7153;8
9044;8
3348;8
7154;8
653;8
654;8
655;8
11453;8
656;8
3826;8
117;8
6953;8
2613;8
3346;8
11441;8
11440;8
6969;8
11437;8
3876;8
11435;8
6970;8
11623;8
6973;8
7779;8
8804;8
2942;8
3666;8
3340;8
3339;8
3338;8
3337;8
3664;8
11710;8
675;8
676;8
3336;8
3335;8
678;8
8931;8
3333;8
11390;8
11709;8
11374;8
11373;8
11706;8
6986;8
2604;8
6987;8
3842;8
506;8
3877;8
688;8
689;8
11348;8
11343;8
3299;8
7240;8
6248;8
10993;14
11005;14
319;11
320;11
7621;11
8444;11
11215;11
7709;11
8802;11
8601;11
3341;11
10385;11
11558;11
3665;11
6170;11
128;11
8600;11
325;11
7688;11
6360;11
8999;11
3551;11
957;11
958;11
7098;11
2865;11
961;11
3831;11
8998;11
3539;11
326;11
11545;11
66;11
3660;11
8997;11
3659;11
10321;11
2695;11
454;11
3658;11
10320;11
3888;11
10378;11
863;11
6151;11
3522;11
3521;11
3518;11
3657;11
8905;11
3655;11
11394;11
8878;11
753;11
754;11
3332;11
2883;11
11391;11
8918;11
3331;11
3650;11
8598;11
2293;11
8544;11
3624;11
8017;11
7629;11
758;11
89;11
8677;11
3830;11
5071;11
11529;11
6147;11
6992;11
8676;11
11602;11
5074;11
5070;11
8675;11
251;11
3649;11
8674;11
253;11
254;11
11053;11
2920;11
2919;11
524;11
3648;11
11363;11
10468;11
6993;11
2875;11
8860;11
7232;11
7233;11
5126;11
2600;11
8857;11
8663;11
8662;11
8197;11
8196;11
3305;11
593;11
11748;11
6156;11
8946;11
11347;11
11346;11
534;11
3623;11
11342;11
1049;11
6443;11
9003;11
8855;11
8854;11
7235;11
8945;11
6994;11
1057;11
1058;11
6995;11
3473;11
7196;11
7197;11
7198;11
7126;11
142;11
5105;11
8757;11
10360;11
8846;11
10529;11
11166;11
11165;11
6000;11
2878;11
11164;11
5068;11
11524;11
11523;11
11522;11
8845;11
2756;11
6211;11
824;11
6620;11
10528;11
149;11
908;11
10526;11
2827;11
11670;11
8841;11
829;11
6897;11
11320;11
8103;11
830;11
831;11
6212;11
17;11
832;11
3216;11
8913;11
6157;11
833;11
834;11
835;11
11629;11
191;11
8635;11
8897;11
2674;11
7972;11
7699;11
3427;11
3416;11
3415;11
2826;11
7704;11
3414;11
3413;11
7705;11
3412;11
8146;11
2918;11
3745;11
3613;11
11301;11
3645;11
6996;11
5075;11
6044;11
11504;11
3401;11
6997;11
6998;11
3744;11
6999;11
9002;11
7215;11
2729;11
7743;11
10458;11
10457;11
7171;11
8906;11
6046;11
1149;11
7710;11
7571;11
10455;11
7708;11
5086;11
11274;11
11273;11
11272;11
9046;11
9024;11
11271;11
11270;11
11269;11
6325;11
7962;11
11266;11
3387;11
7873;11
1168;11
7652;11
211;11
7104;11
3373;11
7059;11
5073;11
2895;11
11258;11
719;11
790;11
6036;11
7892;11
3835;11
6150;11
7899;11
11482;11
5097;11
641;11
3355;11
7846;11
6946;11
11476;11
11475;11
11474;11
11473;11
7274;11
10449;11
6947;11
643;11
728;11
11467;11
7114;11
730;11
731;11
647;11
7900;11
402;11
2879;11
10372;11
7531;11
7533;11
7534;11
10491;11
11604;11
9001;11
7095;11
11230;11
363;11
7901;11
75;11
11089;11
6958;11
7902;11
6959;11
741;11
3180;11
5072;11
7903;11
7742;11
7613;11
7535;11
10379;11
8707;11
3815;11
8703;11
317;11
318;11
3165;5
11061;5
11060;5
7277;5
413;5
414;5
11051;5
3161;5
6082;5
3158;5
3156;5
3155;5
3154;5
11044;5
11043;5
11042;5
1549;5
11041;5
7279;5
7283;5
11037;5
7285;5
11035;5
7287;5
7044;5
417;5
11004;5
6102;5
419;5
6110;5
10990;5
10989;5
7500;5
6126;5
7051;5
6129;5
10984;5
7511;5
7061;5
427;5
428;5
430;5
3108;5
7539;5
7542;5
7543;5
6130;5
10548;5
6131;5
6133;5
7064;5
10543;5
10527;5
10525;5
10519;5
10518;5
10517;5
7554;5
7561;5
7568;5
7578;5
7579;5
10499;5
438;5
7585;5
3061;5
7600;5
7073;5
3050;5
7614;5
7623;5
7625;5
10479;5
7627;5
7074;5
10474;5
10473;5
7630;5
7080;5
7650;5
7651;5
10463;5
10462;5
10459;5
10456;5
10454;5
10450;5
7093;5
7096;5
7097;5
451;5
6155;5
10431;5
21;5
10428;5
10426;5
10425;5
10424;5
10423;5
22;5
10420;5
7673;5
6163;5
10415;5
25;5
7689;5
7691;5
10404;5
10396;5
10390;5
10500;5
3881;5
10381;5
10380;5
10371;5
3880;5
10367;5
7737;5
2952;5
2953;5
2951;5
2950;5
3879;5
10343;5
2945;5
3878;5
10335;5
10334;5
10332;5
10331;5
10330;5
5112;5
10324;5
3874;5
2933;5
10238;5
2932;5
9991;5
2927;5
2926;5
2922;5
7111;5
9061;5
3866;5
3865;5
9058;5
9057;5
2913;5
2912;5
2910;5
9050;5
9049;5
9048;5
9047;5
9043;5
3864;5
3863;5
3862;5
9037;5
3860;5
9032;5
9031;5
9029;5
9028;5
2908;5
2906;5
9025;5
11669;5
9017;5
2903;5
7746;5
11668;5
11667;5
2901;5
2898;5
9000;5
11665;5
3853;5
8993;5
11663;5
11662;5
11661;5
8988;5
11660;5
7749;5
7115;5
3849;5
8975;5
3846;5
8973;5
8971;5
3844;5
8969;5
8968;5
8967;5
8966;5
8965;5
8964;5
7750;5
8961;5
7752;5
11772;5
2848;5
7756;5
7757;5
8952;5
498;5
3843;5
11654;5
2822;5
8939;5
501;5
502;5
2806;5
503;5
8935;5
7772;5
8932;5
8928;5
8927;5
8926;5
8925;5
2796;5
2791;5
507;5
8920;5
8919;5
2785;5
8910;5
511;5
8907;5
2782;5
2770;5
3829;5
3828;5
518;5
519;5
520;5
6166;5
8879;5
5153;5
8875;5
5136;5
8865;5
8864;5
8856;5
8848;5
8847;5
2755;5
2751;5
527;5
2749;5
8819;5
8818;5
2740;5
8815;5
8814;5
2739;5
3824;5
2738;5
6167;5
2736;5
2735;5
7123;5
7124;5
8789;5
8788;5
8787;5
8786;5
7783;5
7790;5
3808;5
3806;5
8776;5
8772;5
8771;5
8770;5
8768;5
8767;5
8766;5
8765;5
8764;5
8763;5
8758;5
541;5
8739;5
2698;5
542;5
544;5
545;5
8726;5
125;5
126;5
8720;5
2697;5
11649;5
3805;5
11648;5
8699;5
8696;5
2696;5
8694;5
8693;5
8692;5
8691;5
8688;5
8685;5
8683;5
2694;5
8680;5
11645;5
8678;5
8673;5
8671;5
3797;5
8669;5
8667;5
558;5
3796;5
129;5
8664;5
2693;5
2687;5
2686;5
2685;5
3795;5
2681;5
3794;5
7791;5
3793;5
7792;5
3792;5
8640;5
3791;5
2677;5
8632;5
7799;5
7800;5
7801;5
568;5
7805;5
7806;5
2636;5
7809;5
7811;5
2628;5
8613;5
2618;5
7815;5
3790;5
2611;5
2609;5
2605;5
3789;5
8599;5
8596;5
8595;5
2602;5
7817;5
7820;5
3781;5
7822;5
7824;5
7829;5
7834;5
7840;5
8571;5
7841;5
3780;5
3779;5
7845;5
574;5
575;5
130;5
6168;5
7862;5
7863;5
8543;5
3766;5
7866;5
8540;5
8538;5
8537;5
8536;5
8527;5
3760;5
3759;5
8513;5
8512;5
7925;5
7926;5
7930;5
7935;5
7937;5
7939;5
7940;5
7941;5
7946;5
7947;5
7950;5
7951;5
7960;5
7965;5
7966;5
7971;5
3758;5
8487;5
585;5
8486;5
8485;5
8484;5
8483;5
8482;5
8481;5
8480;5
8479;5
8478;5
8477;5
8476;5
8475;5
8473;5
7976;5
7977;5
7978;5
7979;5
7980;5
8460;5
7981;5
7984;5
7985;5
8454;5
7986;5
7993;5
8443;5
8442;5
8441;5
8439;5
8438;5
8437;5
8436;5
7994;5
3751;5
7995;5
5109;5
7997;5
7998;5
7999;5
8004;5
8005;5
8423;5
8009;5
8420;5
8419;5
8418;5
8415;5
8058;5
8059;5
8060;5
8409;5
8408;5
8407;5
8061;5
8062;5
8402;5
8401;5
5154;5
8063;5
590;5
8068;5
591;5
592;5
594;5
5133;5
5159;5
6;5
6183;5
140;5
6189;5
5104;5
5103;5
8172;5
147;5
8081;5
8082;5
8090;5
8096;5
8100;5
151;5
8118;5
614;5
8152;5
8150;5
8149;5
8119;5
8121;5
616;5
8138;5
3733;5
3731;5
5102;5
5101;5
5156;5
7145;5
5130;5
633;5
7147;5
5098;5
7148;5
7149;5
648;5
5129;5
5128;5
657;5
11626;5
11625;5
11624;5
3691;5
3682;5
3677;5
665;5
5162;5
7165;5
5092;5
3651;5
682;5
683;5
11618;5
6240;5
763;5
6007;5
692;5
3647;5
6244;5
6249;5
3646;5
698;5
699;5
700;5
6251;5
6252;5
8;5
5089;5
6254;5
6258;5
709;5
712;5
11608;5
5088;5
9;5
6267;5
7173;5
722;5
723;5
41;5
6268;5
11607;5
11606;5
7174;5
11605;5
7175;5
745;5
6290;5
6291;5
3629;5
5087;5
3628;5
7176;5
762;5
3622;5
7177;5
11597;5
7178;5
779;5
3612;5
3611;5
6010;5
3598;5
789;5
11592;5
3597;5
6012;5
795;5
796;5
797;5
3596;5
11591;5
6296;5
3595;5
809;5
810;5
811;5
814;5
815;5
816;5
6317;5
7186;5
3586;5
3585;5
3584;5
202;5
6320;5
3580;5
6321;5
6322;5
6323;5
845;5
6324;5
6326;5
6328;5
213;5
214;5
855;5
43;5
11580;5
216;5
217;5
11579;5
882;5
218;5
885;5
886;5
887;5
888;5
889;5
891;5
892;5
6368;5
894;5
895;5
902;5
903;5
11735;5
907;5
910;5
911;5
46;5
224;5
920;5
11734;5
926;5
11733;5
231;5
939;5
940;5
11562;5
11561;5
11560;5
11555;5
955;5
3542;5
3540;5
11544;5
11543;5
11542;5
11540;5
5;5
975;5
3523;5
978;5
6378;5
6380;5
6381;5
6382;5
6411;5
3509;5
996;5
11532;5
6416;5
11732;5
3508;5
11531;5
11731;5
3507;5
47;5
1017;5
11729;5
1021;5
256;5
3505;5
3504;5
257;5
261;5
3503;5
1031;5
1033;5
1034;5
3501;5
3499;5
1037;5
1038;5
3493;5
263;5
1042;5
1043;5
3491;5
3490;5
1052;5
3488;5
6444;5
3485;5
3479;5
6452;5
6457;5
3463;5
1067;5
1068;5
1069;5
1070;5
6503;5
3453;5
1081;5
11521;5
7203;5
11517;5
7204;5
7205;5
7206;5
1094;5
7207;5
5157;5
7208;5
6915;5
1107;5
1108;5
3430;5
1110;5
3429;5
6926;5
11516;5
3410;5
1124;5
3408;5
3407;5
1130;5
3404;5
11499;5
11498;5
3396;5
1142;5
3389;5
1145;5
1146;5
1156;5
11492;5
11491;5
11490;5
11489;5
1161;5
11488;5
1165;5
3379;5
3378;5
1173;5
6932;5
1177;5
1178;5
297;5
3363;5
3362;5
11480;5
11471;5
6949;5
303;5
304;5
7226;5
6951;5
11462;5
11461;5
11460;5
11459;5
11720;5
6952;5
11718;5
11454;5
11452;5
11450;5
11449;5
11446;5
11436;5
1230;5
6975;5
3345;5
3344;5
3343;5
11423;5
5611;5
5865;5
6976;5
6977;5
11412;5
6978;5
6979;5
6980;5
6981;5
6982;5
11398;5
11396;5
11395;5
11393;5
3326;5
6983;5
3324;5
11368;5
11367;5
3323;5
7231;5
11364;5
339;5
11355;5
70;5
11349;5
11344;5
11336;5
5999;5
11333;5
7244;5
11330;5
4775;5
11326;5
11325;5
11324;5
11323;5
11322;5
11303;5
6049;5
348;5
11293;5
7015;5
353;5
11289;5
7021;5
11282;5
11276;5
6050;5
6052;5
6058;5
11260;5
11259;5
3279;5
7246;5
11255;5
11253;5
11252;5
11251;5
11250;5
11249;5
11248;5
11247;5
11246;5
11245;5
11244;5
7252;5
3268;5
11236;5
11235;5
6059;5
84;5
3267;5
3263;5
11226;5
3262;5
364;5
365;5
6004;5
11218;5
86;5
3257;5
7254;5
11209;5
11208;5
11202;5
372;5
11196;5
11191;5
11188;5
3252;5
6062;5
3247;5
11179;5
3246;5
7255;5
3222;5
11172;5
3221;5
11170;5
3220;5
3219;5
3218;5
3217;5
90;5
91;5
378;5
11158;5
3211;5
6063;5
93;5
388;5
5155;5
6064;5
6066;5
11138;5
11136;5
11133;5
11699;5
11129;5
11128;5
7271;5
11121;5
7040;5
7272;5
11115;5
11114;5
7273;5
3188;5
3186;5
7275;5
403;5
11090;5
11088;5
6079;5
7276;5
7042;5
6081;5
11077;5
7043;5
409;5
410;5
411;5
412;5
11069;5
3168;5
3166;5
3316;9
5148;9
5147;9
5146;9
5145;9
5144;9
5138;9
5137;9
5135;9
5131;9
5125;9
5124;9
5113;9
5111;9
5110;9
5108;9
5107;9
5106;9
5100;9
5099;9
5096;9
5095;9
5094;9
5069;9
5067;9
5025;9
5019;9
5000;9
4962;9
4921;9
4782;9
85;9
11762;9
115;9
11760;9
121;9
134;9
135;9
136;9
137;9
11758;9
11756;9
11755;9
11754;9
11753;9
156;9
157;9
158;9
159;9
160;9
161;9
11752;9
11751;9
11750;9
174;9
177;9
186;9
194;9
195;9
196;9
212;9
221;9
226;9
228;9
229;9
249;9
250;9
262;9
13;9
16;9
286;9
288;9
289;9
305;9
321;9
322;9
343;9
344;9
345;9
346;9
357;9
358;9
359;9
361;9
362;9
366;9
368;9
369;9
373;9
374;9
376;9
377;9
384;9
385;9
389;9
390;9
391;9
404;9
406;9
415;9
418;9
420;9
421;9
423;9
431;9
432;9
433;9
436;9
437;9
439;9
11690;9
452;9
457;9
458;9
461;9
31;9
485;9
504;9
33;9
521;9
522;9
523;9
531;9
540;9
543;9
546;9
547;9
548;9
555;9
560;9
577;9
578;9
580;9
586;9
588;9
589;9
596;9
597;9
598;9
599;9
600;9
601;9
603;9
604;9
605;9
607;9
608;9
609;9
610;9
611;9
612;9
613;9
624;9
626;9
35;9
36;9
632;9
11785;9
11783;9
650;9
651;9
666;9
670;9
11614;9
690;9
691;9
694;9
695;9
696;9
701;9
702;9
703;9
704;9
706;9
707;9
708;9
715;9
716;9
717;9
718;9
720;9
4;9
726;9
746;9
749;9
751;9
752;9
759;9
761;9
772;9
777;9
780;9
784;9
786;9
787;9
794;9
800;9
808;9
818;9
819;9
820;9
828;9
11583;9
11581;9
843;9
844;9
846;9
847;9
848;9
849;9
850;9
852;9
853;9
854;9
859;9
860;9
865;9
883;9
890;9
893;9
897;9
905;9
906;9
918;9
922;9
11572;9
11570;9
11564;9
932;9
934;9
935;9
942;9
11559;9
979;9
983;9
986;9
987;9
988;9
989;9
990;9
991;9
994;9
998;9
999;9
1002;9
1003;9
1004;9
1005;9
1006;9
1013;9
1015;9
11528;9
1018;9
1019;9
1020;9
1022;9
1025;9
1026;9
1027;9
1028;9
1029;9
1032;9
1041;9
1048;9
1050;9
1055;9
1064;9
1065;9
1074;9
1076;9
11520;9
11519;9
11518;9
1092;9
1093;9
1096;9
1098;9
1099;9
1102;9
1103;9
1104;9
1105;9
1106;9
1112;9
1117;9
1132;9
1144;9
1147;9
1148;9
11497;9
11495;9
11493;9
1163;9
1164;9
1176;9
1180;9
11485;9
11483;9
11478;9
11477;9
11470;9
11469;9
11468;9
11466;9
11464;9
11463;9
11457;9
11456;9
11455;9
11448;9
11445;9
11442;9
11438;9
11434;9
11433;9
11432;9
11431;9
11430;9
11429;9
11428;9
11422;9
11420;9
11419;9
11417;9
11416;9
11411;9
11406;9
11405;9
11404;9
11403;9
11402;9
11401;9
11387;9
11375;9
1276;9
11372;9
11370;9
11369;9
11357;9
11356;9
11339;9
11337;9
11334;9
11329;9
11328;9
11299;9
11298;9
11297;9
11296;9
11295;9
11294;9
11292;9
11291;9
11290;9
11288;9
11287;9
11268;9
11267;9
11263;9
11254;9
11233;9
11232;9
11229;9
11222;9
11221;9
11220;9
11219;9
11217;9
11207;9
11206;9
11199;9
11198;9
11186;9
11180;9
11178;9
11161;9
11160;9
11159;9
11157;9
11156;9
11155;9
11151;9
11150;9
11149;9
11148;9
11146;9
11145;9
11144;9
11143;9
11142;9
11141;9
11140;9
11139;9
11137;9
11130;9
11124;9
11123;9
11122;9
11120;9
11119;9
11109;9
11101;9
11091;9
11083;9
11080;9
11079;9
11078;9
11075;9
11074;9
11073;9
11072;9
11070;9
1536;9
11052;9
11049;9
11019;9
11018;9
11003;9
11002;9
10999;9
10987;9
10986;9
10985;9
10982;9
10981;9
10649;9
10574;9
10573;9
10565;9
10564;9
10549;9
10547;9
10545;9
10544;9
10542;9
10541;9
10538;9
10495;9
10494;9
10489;9
10477;9
10476;9
10472;9
1657;9
10466;9
10461;9
10448;9
10447;9
10445;9
10437;9
10436;9
10435;9
10434;9
10433;9
10432;9
10430;9
10429;9
10427;9
10422;9
10421;9
10417;9
10416;9
10414;9
10402;9
1729;9
10370;9
10346;9
10340;9
10338;9
10333;9
10329;9
10323;9
10322;9
9667;9
9060;9
9059;9
9042;9
9041;9
9039;9
9034;9
9033;9
9022;9
9013;9
9012;9
9011;9
9005;9
8996;9
8995;9
8992;9
8990;9
8989;9
8987;9
8984;9
8982;9
8974;9
8970;9
8950;9
8948;9
8947;9
8942;9
8938;9
8937;9
8936;9
8934;9
8930;9
8929;9
8921;9
1900;9
8911;9
8909;9
8908;9
8904;9
8903;9
8902;9
8898;9
8886;9
8885;9
8884;9
8883;9
8882;9
8881;9
8877;9
8874;9
8863;9
8862;9
8835;9
8823;9
8810;9
8809;9
8807;9
8803;9
8793;9
8792;9
8791;9
8790;9
8780;9
8779;9
8778;9
8777;9
8775;9
8750;9
8732;9
8731;9
8730;9
8729;9
8723;9
8722;9
8716;9
8715;9
2055;9
8706;9
8705;9
8704;9
8701;9
8697;9
8679;9
8670;9
8666;9
2093;9
8665;9
8661;9
8654;9
8650;9
8645;9
8641;9
8638;9
8636;9
8628;9
8609;9
8605;9
8590;9
8562;9
8561;9
8558;9
8557;9
8555;9
8554;9
8553;9
8552;9
8551;9
8542;9
8520;9
8517;9
8488;9
2241;9
8450;9
8432;9
8430;9
8400;9
8328;9
8199;9
8198;9
8195;9
8194;9
8193;9
8192;9
8188;9
8186;9
8185;9
8184;9
8183;9
8182;9
8181;9
8179;9
8178;9
8177;9
8176;9
8175;9
8170;9
8169;9
8166;9
8157;9
8156;9
8154;9
8153;9
8144;9
8139;9
8129;9
2370;9
8120;9
8111;9
8110;9
8108;9
8102;9
8101;9
8095;9
8091;9
8088;9
8086;9
8085;9
8084;9
8083;9
8064;9
8029;9
8028;9
8025;9
8024;9
8021;9
8020;9
8019;9
8013;9
8010;9
8007;9
8003;9
8002;9
8001;9
8000;9
7992;9
7991;9
7990;9
7989;9
7988;9
7987;9
7982;9
7974;9
7967;9
7959;9
7958;9
7949;9
7948;9
7945;9
7944;9
7942;9
7938;9
7934;9
7933;9
7932;9
7919;9
7912;9
7894;9
7884;9
7883;9
7864;9
7861;9
7860;9
7852;9
7850;9
7848;9
7847;9
7839;9
7838;9
7865;9
7823;9
2601;9
2603;9
7816;9
2607;9
2608;9
2610;9
2614;9
2615;9
2616;9
2622;9
2624;9
2625;9
7808;9
2635;9
2637;9
2638;9
2639;9
2640;9
2641;9
2642;9
2643;9
2649;9
2653;9
2664;9
7798;9
7793;9
2692;9
2702;9
2703;9
2704;9
2705;9
2706;9
2707;9
2708;9
2709;9
2713;9
2717;9
2718;9
7788;9
2722;9
7780;9
2741;9
2742;9
2743;9
2744;9
2745;9
2746;9
2754;9
2757;9
2758;9
2759;9
2760;9
2761;9
2762;9
2763;9
2765;9
2766;9
2772;9
2773;9
2774;9
2775;9
2776;9
2786;9
2790;9
2793;9
7774;9
2797;9
7771;9
7770;9
7768;9
2817;9
2818;9
7763;9
7762;9
7761;9
7760;9
7759;9
7758;9
2838;9
2839;9
2842;9
2843;9
7755;9
64;9
65;9
7754;9
7753;9
2869;9
7751;9
2880;9
7748;9
2892;9
2897;9
2899;9
7747;9
7745;9
7744;9
2914;9
2915;9
2916;9
2917;9
2923;9
2925;9
2928;9
2929;9
2930;9
2931;9
2935;9
2936;9
2937;9
2943;9
2944;9
2947;9
2954;9
7741;9
7731;9
7730;9
7729;9
7728;9
7707;9
7706;9
7692;9
7683;9
7682;9
7678;9
7677;9
7676;9
7675;9
7674;9
7670;9
7669;9
7667;9
7664;9
7659;9
7653;9
7648;9
7642;9
7641;9
7637;9
7636;9
3042;9
7624;9
7618;9
7612;9
7610;9
7609;9
7599;9
7597;9
7595;9
7594;9
7593;9
7592;9
7591;9
7589;9
7588;9
7587;9
7586;9
7581;9
7580;9
7577;9
7572;9
7564;9
7596;9
7536;9
7526;9
7524;9
3122;9
7416;9
7360;9
7292;9
3146;9
7284;9
7281;9
3174;9
3176;9
3187;9
7270;9
7269;9
7268;9
7266;9
7261;9
7258;9
7257;9
3225;9
7256;9
3248;9
3249;9
3250;9
3261;9
3266;9
3274;9
3282;9
3283;9
3284;9
3286;9
3288;9
3289;9
3290;9
7241;9
7234;9
11766;9
3318;9
3319;9
7230;9
3325;9
3327;9
7229;9
11765;9
11764;9
3334;9
7228;9
7227;9
7224;9
7223;9
3368;9
3369;9
3374;9
3375;9
3377;9
3380;9
3381;9
3382;9
3383;9
3384;9
3386;9
3388;9
7219;9
7212;9
3403;9
11763;9
7210;9
7209;9
3437;9
3440;9
3445;9
3446;9
3451;9
7202;9
3457;9
3458;9
3459;9
3462;9
3464;9
3465;9
3474;9
7194;9
3477;9
3484;9
3486;9
3492;9
7193;9
3497;9
3500;9
3511;9
3512;9
3513;9
3519;9
3520;9
7192;9
3527;9
3531;9
3532;9
3533;9
3534;9
3535;9
3543;9
3544;9
3545;9
3546;9
3547;9
3548;9
3570;9
7188;9
7185;9
7184;9
7183;9
3593;9
3594;9
3602;9
7182;9
7181;9
7179;9
3607;9
3609;9
3610;9
3627;9
3630;9
3631;9
3632;9
3640;9
3641;9
7167;9
7166;9
3671;9
7164;9
7163;9
7162;9
7161;9
7160;9
3680;9
7158;9
7155;9
3693;9
3694;9
3702;9
3704;9
3705;9
3706;9
3707;9
3712;9
3718;9
3719;9
3720;9
